County,FIPSC,FIPS,State,2018,2019,2020
Brunswick,51025,051025,Virginia,"31,633","33,056","36,499"
Buchanan,51027,051027,Virginia,"34,726","36,758","38,969"
Buckingham,51029,051029,Virginia,"29,430","30,438","33,425"
Caroline,51033,051033,Virginia,"42,078","43,694","46,682"
Charles City,51036,051036,Virginia,"45,639","47,753","51,498"
Charlotte,51037,051037,Virginia,"34,668","35,669","38,547"
Chesterfield,51041,051041,Virginia,"53,458","55,063","58,069"
Clarke,51043,051043,Virginia,"64,325","66,713","69,117"
Craig,51045,051045,Virginia,"38,154","38,810","41,988"
Culpeper,51047,051047,Virginia,"46,323","47,386","50,509"
Cumberland,51049,051049,Virginia,"36,748","38,161","41,225"
Dickenson,51051,051051,Virginia,"31,639","33,524","37,046"
Essex,51057,051057,Virginia,"41,299","42,746","46,657"
Fauquier,51061,051061,Virginia,"69,905","71,927","74,801"
Floyd,51063,051063,Virginia,"38,387","39,255","42,304"
Fluvanna,51065,051065,Virginia,"44,742","45,666","48,440"
Franklin,51067,051067,Virginia,"40,512","41,866","44,821"
Giles,51071,051071,Virginia,"39,273","40,450","43,561"
Gloucester,51073,051073,Virginia,"48,634","50,250","53,341"
Goochland,51075,051075,Virginia,"99,291","104,052","105,619"
Grayson,51077,051077,Virginia,"31,234","32,061","35,093"
Greene,51079,051079,Virginia,"45,048","46,025","48,573"
Halifax,51083,051083,Virginia,"35,511","37,140","40,542"
Hanover,51085,051085,Virginia,"60,063","62,141","64,704"
Henrico,51087,051087,Virginia,"65,413","67,592","69,872"
Highland,51091,051091,Virginia,"42,035","44,185","46,315"
Isle of Wight,51093,051093,Virginia,"54,012","55,930","59,285"
King and Queen,51097,051097,Virginia,"42,705","44,565","48,888"
King George,51099,051099,Virginia,"52,859","55,158","57,377"
King William,51101,051101,Virginia,"46,352","48,001","50,951"
Lancaster,51103,051103,Virginia,"58,003","60,635","63,885"
Lee,51105,051105,Virginia,"28,954","29,704","33,056"
Loudoun,51107,051107,Virginia,"79,280","80,535","84,374"
Louisa,51109,051109,Virginia,"43,445","43,618","46,040"
Lunenburg,51111,051111,Virginia,"31,847","32,890","35,793"
Madison,51113,051113,Virginia,"46,745","48,601","51,608"
Mathews,51115,051115,Virginia,"54,772","56,574","59,026"
Mecklenburg,51117,051117,Virginia,"36,175","37,241","40,693"
Middlesex,51119,051119,Virginia,"50,365","52,833","55,466"
Nelson,51125,051125,Virginia,"50,287","52,216","55,869"
New Kent,51127,051127,Virginia,"73,715","74,471","77,957"
Northampton,51131,051131,Virginia,"52,920","55,940","62,614"
Northumberland,51133,051133,Virginia,"50,817","54,276","57,093"
Nottoway,51135,051135,Virginia,"33,723","35,445","38,594"
Orange,51137,051137,Virginia,"49,109","50,587","53,217"
Page,51139,051139,Virginia,"37,712","39,043","42,307"
Patrick,51141,051141,Virginia,"32,942","33,528","36,426"
Powhatan,51145,051145,Virginia,"57,247","58,652","61,547"
Prince Edward,51147,051147,Virginia,"30,640","31,621","33,868"
Pulaski,51155,051155,Virginia,"39,556","40,025","43,583"
Rappahannock,51157,051157,Virginia,"65,434","68,110","70,807"
Richmond,51159,051159,Virginia,"37,026","37,057","40,791"
Russell,51167,051167,Virginia,"32,660","33,513","36,423"
Scott,51169,051169,Virginia,"32,915","33,450","35,882"
Shenandoah,51171,051171,Virginia,"44,352","46,333","49,948"
Smyth,51173,051173,Virginia,"35,959","36,800","40,220"
Stafford,51179,051179,Virginia,"54,787","55,494","58,635"
Surry,51181,051181,Virginia,"43,803","44,042","47,927"
Sussex,51183,051183,Virginia,"30,278","32,099","35,062"
Tazewell,51185,051185,Virginia,"36,981","37,462","39,795"
Warren,51187,051187,Virginia,"45,672","47,315","50,504"
Westmoreland,51193,051193,Virginia,"43,390","45,092","48,577"
Wythe,51197,051197,Virginia,"34,762","35,644","39,116"
Adams,53001,053001,Washington,"38,717","41,969","49,618"
Asotin,53003,053003,Washington,"44,541","46,165","49,273"
Benton,53005,053005,Washington,"46,157","48,285","51,757"
Chelan,53007,053007,Washington,"52,696","55,520","60,518"
Clallam,53009,053009,Washington,"44,673","46,524","49,718"
Clark,53011,053011,Washington,"53,180","54,930","57,863"
Columbia,53013,053013,Washington,"45,495","55,286","57,249"
Cowlitz,53015,053015,Washington,"43,407","45,124","48,232"
Douglas,53017,053017,Washington,"39,669","40,798","45,305"
Ferry,53019,053019,Washington,"34,681","35,826","39,899"
Franklin,53021,053021,Washington,"36,877","39,104","43,271"
Garfield,53023,053023,Washington,"44,496","50,454","57,967"
Grant,53025,053025,Washington,"38,002","40,216","48,468"
Grays Harbor,53027,053027,Washington,"39,056","40,319","43,710"
Island,53029,053029,Washington,"53,427","55,908","59,200"
Jefferson,53031,053031,Washington,"51,582","53,765","56,585"
King,53033,053033,Washington,"88,308","92,026","96,647"
Kitsap,53035,053035,Washington,"54,597","57,197","60,704"
Kittitas,53037,053037,Washington,"40,631","42,445","45,267"
Klickitat,53039,053039,Washington,"47,162","47,985","51,973"
Lewis,53041,053041,Washington,"41,618","44,091","47,752"
Lincoln,53043,053043,Washington,"42,278","44,794","50,851"
Mason,53045,053045,Washington,"41,071","42,663","45,901"
Okanogan,53047,053047,Washington,"40,576","41,383","47,535"
Pacific,53049,053049,Washington,"39,833","40,880","43,749"
Pend Oreille,53051,053051,Washington,"41,148","43,497","46,571"
Pierce,53053,053053,Washington,"49,928","52,496","56,532"
San Juan,53055,053055,Washington,"77,422","79,117","81,858"
Skagit,53057,053057,Washington,"50,703","53,221","57,315"
Skamania,53059,053059,Washington,"44,868","46,587","49,519"
Snohomish,53061,053061,Washington,"54,934","57,900","62,267"
Spokane,53063,053063,Washington,"45,209","46,902","50,038"
Stevens,53065,053065,Washington,"38,084","39,894","42,740"
Thurston,53067,053067,Washington,"49,483","52,010","56,007"
Wahkiakum,53069,053069,Washington,"42,286","44,014","47,027"
Walla Walla,53071,053071,Washington,"44,521","46,648","51,767"
Whatcom,53073,053073,Washington,"47,898","49,868","52,787"
Whitman,53075,053075,Washington,"38,953","40,682","44,628"
Yakima,53077,053077,Washington,"41,740","43,910","49,099"
Barbour,54001,054001,West Virginia,"32,717","33,642","35,878"
Berkeley,54003,054003,West Virginia,"41,932","42,738","45,610"
Boone,54005,054005,West Virginia,"35,438","36,504","39,493"
Braxton,54007,054007,West Virginia,"31,967","32,756","34,972"
Brooke,54009,054009,West Virginia,"42,285","45,144","49,579"
Cabell,54011,054011,West Virginia,"43,312","43,890","46,805"
Calhoun,54013,054013,West Virginia,"30,232","31,409","34,734"
Clay,54015,054015,West Virginia,"31,852","32,849","35,702"
Doddridge,54017,054017,West Virginia,"29,661","30,716","32,085"
Fayette,54019,054019,West Virginia,"34,761","36,763","38,680"
Gilmer,54021,054021,West Virginia,"28,573","29,646","31,020"
Grant,54023,054023,West Virginia,"35,827","37,173","40,571"
Greenbrier,54025,054025,West Virginia,"37,797","38,431","40,759"
Hampshire,54027,054027,West Virginia,"35,988","37,548","39,802"
Hancock,54029,054029,West Virginia,"42,451","43,962","47,007"
Hardy,54031,054031,West Virginia,"34,094","35,261","38,269"
Harrison,54033,054033,West Virginia,"49,131","50,174","52,124"
Jackson,54035,054035,West Virginia,"38,444","39,001","41,622"
Jefferson,54037,054037,West Virginia,"50,426","52,345","54,836"
Kanawha,54039,054039,West Virginia,"48,396","49,760","52,969"
Lewis,54041,054041,West Virginia,"41,060","42,121","43,634"
Lincoln,54043,054043,West Virginia,"31,559","32,449","35,309"
Logan,54045,054045,West Virginia,"37,030","38,173","41,110"
McDowell,54047,054047,West Virginia,"30,346","31,832","34,918"
Marion,54049,054049,West Virginia,"42,577","43,660","45,684"
Marshall,54051,054051,West Virginia,"42,428","42,781","44,092"
Mason,54053,054053,West Virginia,"33,660","34,772","37,641"
Mercer,54055,054055,West Virginia,"37,695","38,645","41,372"
Mineral,54057,054057,West Virginia,"40,939","42,421","45,193"
Mingo,54059,054059,West Virginia,"32,383","33,405","35,115"
Monongalia,54061,054061,West Virginia,"46,013","46,873","48,802"
Monroe,54063,054063,West Virginia,"30,964","32,450","35,005"
Morgan,54065,054065,West Virginia,"35,331","36,769","39,311"
Nicholas,54067,054067,West Virginia,"34,044","34,768","37,492"
Ohio,54069,054069,West Virginia,"63,476","59,708","61,452"
Pendleton,54071,054071,West Virginia,"36,211","37,419","40,054"
Pleasants,54073,054073,West Virginia,"44,001","44,380","46,074"
Pocahontas,54075,054075,West Virginia,"38,262","40,325","43,810"
Preston,54077,054077,West Virginia,"37,043","38,023","40,563"
Putnam,54079,054079,West Virginia,"47,071","48,125","50,363"
Raleigh,54081,054081,West Virginia,"41,837","43,486","45,356"
Randolph,54083,054083,West Virginia,"37,015","38,276","41,194"
Ritchie,54085,054085,West Virginia,"38,146","39,683","42,068"
Roane,54087,054087,West Virginia,"35,593","36,739","40,224"
Summers,54089,054089,West Virginia,"33,622","35,079","37,181"
Taylor,54091,054091,West Virginia,"41,082","42,204","43,460"
Tucker,54093,054093,West Virginia,"42,217","43,058","47,175"
Tyler,54095,054095,West Virginia,"38,348","39,583","41,195"
Upshur,54097,054097,West Virginia,"33,500","35,506","37,337"
Wayne,54099,054099,West Virginia,"34,077","35,180","37,566"
Webster,54101,054101,West Virginia,"28,264","29,556","33,320"
Wetzel,54103,054103,West Virginia,"37,034","36,631","38,428"
Wirt,54105,054105,West Virginia,"32,758","32,847","35,205"
Wood,54107,054107,West Virginia,"44,215","46,650","48,566"
Wyoming,54109,054109,West Virginia,"30,842","30,959","33,534"
Adams,55001,055001,Wisconsin,"39,259","41,511","44,159"
Ashland,55003,055003,Wisconsin,"40,167","41,742","44,520"
Barron,55005,055005,Wisconsin,"49,055","49,873","53,179"
Bayfield,55007,055007,Wisconsin,"48,635","50,299","53,369"
Brown,55009,055009,Wisconsin,"52,451","53,516","56,093"
Buffalo,55011,055011,Wisconsin,"45,528","46,256","50,518"
Burnett,55013,055013,Wisconsin,"43,807","45,431","48,574"
Calumet,55015,055015,Wisconsin,"50,971","53,076","55,460"
Chippewa,55017,055017,Wisconsin,"46,009","47,360","50,639"
Clark,55019,055019,Wisconsin,"40,816","42,504","46,154"
Columbia,55021,055021,Wisconsin,"51,029","53,511","56,134"
Crawford,55023,055023,Wisconsin,"41,757","42,894","46,113"
Dane,55025,055025,Wisconsin,"61,221","63,683","66,094"
Dodge,55027,055027,Wisconsin,"44,208","45,654","48,547"
Door,55029,055029,Wisconsin,"62,357","63,882","66,516"
Douglas,55031,055031,Wisconsin,"42,719","44,251","45,962"
Dunn,55033,055033,Wisconsin,"39,962","41,212","44,626"
Eau Claire,55035,055035,Wisconsin,"48,094","49,728","52,141"
Florence,55037,055037,Wisconsin,"53,044","58,498","56,604"
Fond du Lac,55039,055039,Wisconsin,"48,245","49,922","52,813"
Forest,55041,055041,Wisconsin,"41,448","42,304","44,657"
Grant,55043,055043,Wisconsin,"43,179","45,387","49,410"
Green,55045,055045,Wisconsin,"50,868","53,359","56,620"
Green Lake,55047,055047,Wisconsin,"44,699","45,595","47,898"
Iowa,55049,055049,Wisconsin,"47,492","49,905","53,603"
Iron,55051,055051,Wisconsin,"48,820","49,719","53,164"
Jackson,55053,055053,Wisconsin,"46,006","45,571","49,528"
Jefferson,55055,055055,Wisconsin,"45,664","47,176","49,591"
Juneau,55057,055057,Wisconsin,"38,320","39,769","42,620"
Kenosha,55059,055059,Wisconsin,"46,964","48,550","51,229"
Kewaunee,55061,055061,Wisconsin,"46,314","48,461","52,638"
La Crosse,55063,055063,Wisconsin,"49,776","52,166","54,532"
Lafayette,55065,055065,Wisconsin,"42,165","43,632","48,891"
Langlade,55067,055067,Wisconsin,"43,091","44,288","48,036"
Lincoln,55069,055069,Wisconsin,"45,787","47,030","50,216"
Manitowoc,55071,055071,Wisconsin,"46,608","47,911","50,829"
Marathon,55073,055073,Wisconsin,"50,246","52,203","55,136"
Marinette,55075,055075,Wisconsin,"45,138","46,320","49,557"
Marquette,55077,055077,Wisconsin,"41,156","42,561","45,391"
Menominee,55078,055078,Wisconsin,"30,513","33,696","35,082"
Milwaukee,55079,055079,Wisconsin,"46,792","48,107","51,002"
Monroe,55081,055081,Wisconsin,"41,307","42,274","45,741"
Oconto,55083,055083,Wisconsin,"45,795","47,227","50,060"
Oneida,55085,055085,Wisconsin,"50,951","51,928","54,861"
Outagamie,55087,055087,Wisconsin,"50,946","52,654","54,862"
Ozaukee,55089,055089,Wisconsin,"82,753","85,526","87,395"
Pepin,55091,055091,Wisconsin,"48,136","49,529","54,316"
Pierce,55093,055093,Wisconsin,"45,576","46,871","48,775"
Polk,55095,055095,Wisconsin,"46,306","47,751","50,730"
Portage,55097,055097,Wisconsin,"45,017","46,771","49,815"
Price,55099,055099,Wisconsin,"45,723","46,903","49,837"
Racine,55101,055101,Wisconsin,"49,191","50,729","53,094"
Richland,55103,055103,Wisconsin,"42,817","44,179","48,516"
Rock,55105,055105,Wisconsin,"43,868","46,018","48,836"
Rusk,55107,055107,Wisconsin,"44,291","44,799","48,292"
St. Croix,55109,055109,Wisconsin,"56,083","57,688","59,602"
Sauk,55111,055111,Wisconsin,"48,884","53,842","55,166"
Sawyer,55113,055113,Wisconsin,"45,144","47,730","50,276"
Shawano,55115,055115,Wisconsin,"42,354","43,635","47,067"
Sheboygan,55117,055117,Wisconsin,"52,880","53,217","55,616"
Taylor,55119,055119,Wisconsin,"39,501","41,631","46,070"
Trempealeau,55121,055121,Wisconsin,"44,521","44,875","48,324"
Vernon,55123,055123,Wisconsin,"40,897","41,863","44,976"
Vilas,55125,055125,Wisconsin,"53,903","52,739","55,140"
Walworth,55127,055127,Wisconsin,"49,623","51,156","53,546"
Washburn,55129,055129,Wisconsin,"47,250","48,761","52,457"
Washington,55131,055131,Wisconsin,"58,412","59,878","62,506"
Waukesha,55133,055133,Wisconsin,"71,918","73,883","75,958"
Waupaca,55135,055135,Wisconsin,"45,560","46,735","49,711"
Waushara,55137,055137,Wisconsin,"40,914","42,055","44,594"
Winnebago,55139,055139,Wisconsin,"47,644","48,943","50,840"
Wood,55141,055141,Wisconsin,"46,184","47,911","50,929"
Albany,56001,056001,Wyoming,"40,550","41,332","43,148"
Big Horn,56003,056003,Wyoming,"38,806","39,580","43,939"
Campbell,56005,056005,Wyoming,"53,796","54,143","53,932"
Carbon,56007,056007,Wyoming,"56,937","56,227","59,028"
Converse,56009,056009,Wyoming,"56,425","65,959","64,373"
Crook,56011,056011,Wyoming,"46,760","45,957","47,752"
Fremont,56013,056013,Wyoming,"45,220","46,191","48,350"
Goshen,56015,056015,Wyoming,"41,904","42,398","44,562"
Hot Springs,56017,056017,Wyoming,"54,305","64,515","67,005"
Johnson,56019,056019,Wyoming,"53,360","54,662","56,748"
Laramie,56021,056021,Wyoming,"52,224","53,532","55,094"
Lincoln,56023,056023,Wyoming,"43,215","45,700","48,449"
Natrona,56025,056025,Wyoming,"71,185","70,054","68,447"
Niobrara,56027,056027,Wyoming,"50,884","48,846","55,291"
Park,56029,056029,Wyoming,"57,010","58,021","59,827"
Platte,56031,056031,Wyoming,"49,454","51,775","52,359"
Sheridan,56033,056033,Wyoming,"58,331","59,200","61,543"
Sublette,56035,056035,Wyoming,"54,964","54,544","54,496"
Sweetwater,56037,056037,Wyoming,"54,941","55,947","54,000"
Teton,56039,056039,Wyoming,"217,958","222,893","220,645"
Uinta,56041,056041,Wyoming,"40,205","41,392","42,854"
Washakie,56043,056043,Wyoming,"48,717","51,138","54,361"
Weston,56045,056045,Wyoming,"45,047","46,658","47,599"
