Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Type,Notes,Drivetrain
12128,45,9,365,27,NSX Hybrid,2019,,,,21,22,21,Auto,SI,3.5L,6,3.5L V6,Acura,http://www.acura.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12066,45,9,365,27,RLX Hybrid,2019,,,,28,29,28,Auto,SI,3.5L,6,3.5L V6,Acura,http://www.acura.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12129,45,9,377,27,A6 quattro,2019,,,,22,29,25,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12259,45,9,377,27,A6 quattro,2019,,,,24,32,27,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12130,45,9,377,27,A7 quattro,2019,,,,22,29,25,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12131,45,9,377,27,A8L,2019,,,,19,27,22,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12349,45,9,377,27,A8L,2019,,,,15,23,18,Auto,SI,4.0L,6,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12247,41,,377,29,e-tron,2019,73,74,74,,,,Auto,e-motor,141 kW and 172 kW electric motor,,"141 kW and 172 kW electric motors;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,204,,,
12132,45,9,377,27,Q8,2019,,,,17,22,19,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12162,57,9,211,27,530e,2019,,,72,27,30,29,Auto,SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,16,Blended,,
12163,57,9,211,27,530e xDrive,2019,,,67,27,31,28,Auto,SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,15,Blended,,
12164,57,9,211,27,740e xDrive,2019,,,64,25,29,27,Auto,SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Blended,,
12100,41,1,211,27,i3,2019,124,102,113,,,,Auto,e-motor,135 kW electric motor,,"125 kW electric motor;
120 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,
12101,41,1,211,27,i3s,2019,124,102,113,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
120 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,
12201,57,9,211,27,i3s with Range Extender,2019,,,100,30,31,31,Auto,SI,135 kW,,"0.6L I2;
135 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,Non-Blended,,
12200,57,9,211,27,i3 with Range Extender,2019,,,100,30,31,31,Auto,SI,125 kW,,"0.6L I2;
125 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,Non-Blended,,
12052,57,9,211,27,i8 Coupe,2019,,,69,26,29,26,Auto,SI,1.5L,3,"1.5L I3; 
96 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,18,Blended,,
12053,57,9,211,27,i8 Roadster,2019,,,69,26,29,26,Auto,SI,1.5L,3,"1.5L I3; 
96 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,18,Blended,,
12048,45,9,235,27,LaCrosse Hybrid,2019,,,,25,35,29,Auto,SI,2.5L,4,2.5L I4,Buick,http://www.buick.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12217,41,1,410,27,e6,2019,73,71,72,,,,Auto,e-motor,75 kW electric motor,,"75 kW electric motor; 
270 Ah battery",BYD Motors,http://www.byd.com/,Sedan/Wagon,ELEC,Electric,Dedicated,187,,,
12209,41,1,215,27,Bolt EV,2019,128,110,119,,,,,e-motor,150 kW electric motor,,"150 kW electric motor;
171 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,238,,,
12133,45,9,215,27,Malibu Hybrid,2019,,,,49,43,46,Auto,SI,1.8L,4,1.8L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12165,57,9,215,27,Volt,2019,,,110,43,42,42,Auto,SI,1.5L,4,"1.5L I4;
48 kW & 87 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,53,Non-Blended,,
12087,57,9,223,9,Pacifica Hybrid,2019,,,82,29,30,30,Auto,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,Hybrid Electric,32,Blended,,
12219,41,1,379,27,500e,2019,121,103,112,,,,Auto,e-motor,82 kW electric motor,,"82 kW electric motor;
63 Ah battery",Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,84,,,
12234,57,9,219,25,F-150,2019,,,,,,,Auto,,"2.7L, 3.3L",6,"2.7L V6, 3.3L V6;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,Hybrid Electric,,Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
12088,57,9,219,27,Fusion Energi Plug in Hybrid FWD,2019,,,103,43,40,42,Auto,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,26,Blended,,
12135,45,9,219,27,Fusion Hybrid FWD,2019,,,,43,41,42,Auto,SI,2.0L I4,4,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12134,45,9,219,27,Fusion Hybrid TAXI,2019,,,,43,40,41,Auto,SI,2.0L I4,4,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12213,57,9,219,27,Fusion Special Service Vehicle PHEV,2019,,,102,43,40,42,Auto,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,26,Blended,,
12228,45,9,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,,Auto,SI,6.2L V8,8,"6.2L V8; 
XL XLH hybrid drive system",Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,"This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
12235,57,9,219,25,Super Duty F-250 2WD/4WD,2019,,,,,,,Auto,SI,6.2L,8,"6.2L V8;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,Hybrid Electric,,Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
12220,41,1,219,9,Transit Van/Wagon,2019,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,120,,"This vehicle is available with an electric power train developed and installed by Lightning Systems, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
12246,41,1,219,9,Transit Van/Wagon,2019,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,60,,"This vehicle is available with an electric power train developed and installed by Lightning Systems, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
12229,45,9,219,9,Transit Van/Wagon,2019,,,,,,,Auto,SI,"3.5L V6, 3.7L V6; ",6,"3.5L V6, 3.7L V6;
XL XLH hybrid drive system",Ford,https://www.ford.com,Van,HYBR,Hybrid Electric,Hybrid Electric,,,"This vehicle is available with a hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",
12136,45,9,209,27,Accord Hybrid,2019,,,,48,48,48,Auto,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12170,41,1,209,27,Clarity,2019,126,103,114,,,,Auto,e-motor,120 kW electric motor,,"120 kW electric motor; 
82 Ah battery",Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,89,,,
12194,57,9,209,27,Clarity PHEV,2019,,,110,44,40,42,Auto,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,48,Blended,,
12067,45,9,209,27,Insight,2019,,,,55,49,52,Auto,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12068,45,9,209,27,Insight Touring,2019,,,,51,45,48,Auto,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12137,45,9,351,27,Ioniq,2019,,,,55,54,55,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12138,45,9,351,27,Ioniq Blue,2019,,,,57,59,58,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12061,41,1,351,27,Ioniq Electric,2019,150,122,136,,,,Auto,e-motor,88 kW electric motor,,"88 kW electric motor;
78 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,124,,,
12089,57,9,351,27,Ioniq Plug-in Hybrid,2019,,,119,53,52,52,Auto,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,29,Blended,,
12210,41,1,351,29,Kona Electric,2019,132,108,120,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,Dedicated,258,,,
12139,45,9,351,27,Sonata Hybrid,2019,,,,39,44,41,Auto,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12140,45,9,351,27,Sonata Hybrid SE,2019,,,,40,46,42,Auto,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12103,41,1,385,29,I-PACE,2019,80,72,76,,,,Auto,e-motor,147 kW electric motor,,"147 kW electric motor;
223 Ah battery",Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,Dedicated,239,,,
12141,45,9,275,29,Wrangler 4x4,2019,,,,23,25,24,Auto,SI,2.4L,4,2.4L I4,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12142,45,9,275,29,Wrangler Unlimited 4x4,2019,,,,22,24,22,Auto,SI,2.4L,4,2.4L I4,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12400,57,9,424,27,Revero,2019,60,,,19,21,20,Auto,SI,2.0L,4,"2.0L I4;
150 kW electric motors (x2)",Karma,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,37,Non-Blended,,
12080,45,9,361,27,Niro,2019,,,,51,46,49,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12104,41,1,361,27,Niro Electric,2019,123,102,112,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,239,,,
12081,45,9,361,27,Niro FE,2019,,,,52,49,50,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12166,57,9,361,27,Niro Plug-in Hybrid,2019,,,105,48,44,46,Auto,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,26,Blended,,
12082,45,9,361,27,Niro Touring,2019,,,,46,40,43,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12083,45,9,361,27,Optima Hybrid,2019,,,,39,45,41,Auto,SI,2.0L,4,2.0L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12090,57,9,361,27,Optima Plug-In Hybrid,2019,,,103,38,43,40,Auto,SI,2.0L,4,"2.0L I4;
50 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,29,Blended,,
12221,41,1,361,27,Soul,2019,124,93,108,,,,Auto,e-motor,81 kW electric motor,,"81 kW electric motor;
80 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,111,,,
12403,45,1,387,29,Range Rover Sport MHEV,2019,,,,19,25,21,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,
12146,45,9,243,27,ES 300h,2019,,,,43,45,44,Auto,SI,2.5L,4,2.5L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12143,45,9,243,27,LC 500h,2019,,,,27,35,30,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12144,45,9,243,27,LS 500h,2019,,,,25,33,28,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12145,45,9,243,27,LS 500h AWD,2019,,,,23,31,26,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12056,45,9,243,29,NX 300h AWD,2019,,,,33,30,31,Auto,SI,2.5L,4,2.5L I4,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12084,45,9,243,29,RX 450h AWD,2019,,,,31,28,30,Auto,SI,3.5L,6,3.5L V6,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12147,45,9,243,29,RX 450h L AWD,2019,,,,29,28,29,Auto,SI,3.5L,6,3.5L V6,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12189,45,1,243,27,UX 250h,2019,,,,43,42,42,Auto,SI,2.0L,4,2.0L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Dedicated,,,,
12190,45,1,243,27,UX 250h AWD,2019,,,,41,38,39,Auto,SI,2.0L,4,2.0L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Dedicated,,,,
12148,45,9,227,27,MKZ Hybrid FWD,2019,,,,42,39,41,Auto,SI,2.0L,4,2.0L I4,Lincoln,http://www.lincoln.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12149,45,9,239,27,AMG CLS53 4MATIC+,2019,,,,21,27,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12150,45,9,239,27,AMG E53 4MATIC+,2019,,,,21,28,24,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12152,45,9,239,27,AMG E53 4MATIC+ (Convertible),2019,,,,20,26,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12151,45,9,239,27,AMG E53 4MATIC+ (Coupe),2019,,,,21,28,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12230,45,9,239,27,AMG GT 53 4MATIC+,2019,,,,19,24,21,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12153,45,9,239,27,CLS 450,2019,,,,24,31,26,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12154,45,9,239,27,CLS 450 4MATIC,2019,,,,23,30,26,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12167,57,1,239,29,GLC 350e 4MATIC,2019,,,56,24,27,25,Auto,SI,2.0L ,4,"2.0L I4;
85 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,Dedicated,10,Blended,,
12401,57,9,239,29,S 560e,2019,64,,,21,26,23,Auto,SI,3.0L,4,"3.0L I4;
90 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12054,57,9,425,27,Cooper SE Countryman ALL4,2019,,,65,28,27,27,Auto,SI,1.5L,3,"1.5L I3;
65 kW electric motor",Mini,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,12,Blended,,
12168,57,9,263,29,Outlander PHEV,2019,,,74,25,26,25,Auto,SI,2.0L,4,"2.0L I4;
60 kW electric motor",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,22,Blended,,
12075,41,9,217,27,Leaf (40 kWh battery pack),2019,124,99,112,,,,Auto,e-motor,110 kW electric motor,,"110 kW electric motor;
115 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Hybrid Electric,150,,,
12222,41,1,217,27,Leaf (62 kWh battery pack),2019,118,97,108,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
176 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,226,,,
12223,41,1,217,27,Leaf SV/SL (62 kWh battery pack),2019,114,94,104,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
176 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,215,,,
12085,45,9,217,29,Rogue AWD Hybrid,2019,,,,31,34,33,Auto,SI,2.0L,4,2.0L I4,Nissan,http://www.nissanusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12086,45,9,217,29,Rogue FWD Hybrid,2019,,,,33,35,34,Auto,SI,2.0L,4,2.0L I4,Nissan,http://www.nissanusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12402,57,9,391,29,Cayenne e-Hybrid,2019,46,,,20,22,21,Auto,SI,3.0L ,6,"3.0L V6;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,13,Blended,,
12236,57,9,391,27,Panamera 4 e-Hybrid,2019,,,51,21,24,23,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Non-Blended,,
12238,57,9,391,27,Panamera 4 e-Hybrid Executive,2019,,,51,21,24,23,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Non-Blended,,
12237,57,9,391,27,Panamera 4 e-Hybrid ST,2019,,,51,21,24,23,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Non-Blended,,
12240,57,9,391,27,Panamera Turbo S e-Hybrid,2019,,,48,19,22,20,Auto,SI,4.0L,8,"4.0L V8;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Non-Blended,,
12239,57,9,391,27,Panamera Turbo S e-Hybrid Executive,2019,,,48,19,22,20,Auto,SI,4.0L,8,"4.0L V8;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Non-Blended,,
12241,57,9,391,27,Panamera Turbo S e-Hybrid ST,2019,,,48,19,22,20,Auto,SI,4.0L,8,"4.0L V8;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,14,Non-Blended,,
12069,45,9,349,25,1500 2WD,2019,,,,17,23,19,Auto,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12155,45,9,349,25,1500 2WD,2019,,,,20,25,22,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12070,45,9,349,25,1500 4WD,2019,,,,17,22,19,Auto,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12156,45,9,349,25,1500 4WD,2019,,,,19,24,21,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12232,45,9,349,25,1500 HFE 2WD,2019,,,,20,26,23,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12172,41,1,381,27,EQ fortwo convertible,2019,112,91,102,,,,Auto,e-motor,60 kW electric motor,,"60 kW electric motor;
51 Ah battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,57,,,
12171,41,1,381,27,EQ fortwo coupe,2019,124,94,108,,,,Auto,e-motor,60 kW electric motor,,"60 kW electric motor;
51 Ah battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,58,,,
12212,57,1,383,29,Crosstrek Hybrid AWD,2019,,,90,36,35,35,Auto,,2.0L,4,"2.0L I4;
88 kW electric motor",Subaru,http://www.subaru.com/,SUV,PHEV,Plug-in Hybrid Electric,Dedicated,17,Blended,,
12181,41,1,237,27,Model 3 Long Range,2019,136,123,130,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor;
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,310,,,
12182,41,1,237,27,Model 3 Long Range AWD,2019,120,112,116,,,,Auto,e-motor,147 kW and 188 kW electric motor,,"147 kW and 188 kW electric motors;
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,310,,,
12179,41,1,237,27,Model 3 Long Range AWD Performance,2019,120,112,116,,,,Auto,e-motor,147 kW and 211 kW electric motor,,"147 kW and 211 kW electric motors;
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,310,,,
12180,41,1,237,27,Model 3 Mid Range,2019,128,117,123,,,,Auto,e-motor,202 kW electric motor,,"202 kW electric motor;
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,264,,,
12250,41,1,237,27,Model 3 Standard Range,2019,138,124,131,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor;
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,220,,,
12251,41,1,237,27,Model 3 Standard Range Plus,2019,140,124,133,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor;
230 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,240,,,
12177,41,1,237,27,Model S 100D,2019,101,102,102,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2);
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,335,,,
12178,41,1,237,27,Model S 75D,2019,102,105,103,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2);
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,259,,,
12249,41,1,237,27,Model S Long Range,2019,115,107,111,,,,Auto,e-motor,193 kW and 205 kW electric motor,,"193 kW and 205 kW electric motor;
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,370,,,
12176,41,1,237,27,Model S P100D,2019,92,105,98,,,,Auto,e-motor,193 kW and 375 kW electric motor,,"193 kW and 375 kW electric motor;
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,315,,,
12248,41,1,237,27,"Model S Performance (19"" Wheels)",2019,104,104,104,,,,Auto,e-motor,193 kW and 205 kW electric motor,,"193 kW and 205 kW electric motor;
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,345,,,
12258,41,1,237,27,Model S Standard Range,2019,113,105,109,,,,Auto,e-motor,193 kW and 205 kW electric motor,,"193 kW and 205 kW electric motor;
245 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,285,,,
12174,41,1,237,29,Model X 100D,2019,86,89,87,,,,Auto,e-motor,193 kW and 193 kW electric motor,,"193 kW kW electric motor (X2);
250 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,295,,,
