LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
9492,ND,Experimental Vehicle Definition and Requirements,"A vehicle weighing 6,000 pounds or less that is primarily powered by a
source other than a combustion engine may be considered an experimental
vehicle. A driver may not operate an experimental vehicle unless it is
registered as such with the North Dakota Department of Transportation.
An experimental vehicle must be equipped with certain safety features
and may not operate on a state highway unless it is accompanied by a
chase vehicle following at a safe driving distance. Experimental vehicle
owners must pay an annual registration fee of \$50 unless owned by a
government entity or political subdivision. Additional requirements and
restrictions apply. (Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
39-10.3)
",Laws and Regulations,,,,False,2020-03-09 20:53:29 UTC,ELEC,STATION|AFP|PURCH,,REGIS
12199,ND,Plug-In Electric Vehicle (PEV) Fee,"PEV owners must pay an annual fee in addition to other registration
fees. The fee is \$120 for all-electric vehicles, \$50 for plug-in
hybrid electric vehicles, and \$20 for electric motorcycles. Fees
contribute to the Highway Tax Distribution Fund. (Reference [North
Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
39-04)
",Laws and Regulations,,2019-04-11 00:00:00 UTC,,False,2019-04-19 16:44:30 UTC,ELEC|PHEV,FLEET|IND,,FUEL
12200,ND,Plug-In Electric Vehicle (PEV) Charging Signage and Parking Space Regulation,"A parking space designated for PEVs must be indicated by signage
approved by the North Dakota Department of Transportation that indicates
that it is only for PEV charging. The signage must be consistent with
the U.S. Department of Transportation Federal Highway Administration\'s
Manual on Uniform Traffic Control Devices.

An individual is not allowed to stop, stand, or park a motor vehicle
within any parking space specifically designated for parking and
charging PEVs unless the motor vehicle is connected to the charger. A
fee of \$50 applies for non-PEVs that park in spaces designated for
PEVs.

(Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
39-06.1-06 and 39-10-50.1)
",Laws and Regulations,,2019-04-01 00:00:00 UTC,,False,2019-04-19 16:47:47 UTC,ELEC|PHEV,STATION|IND,,OTHER
12751,ND,Public Utility Definition,"A corporation or individual that resells electricity supplied by a
public utility for use in electric vehicle supply equipment (EVSE) is
not subject to regulation as a public utility. (Reference [Senate
Bill](http://www.legis.nd.gov/) 2091, 2021, and [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
49-03-01.5)
",Laws and Regulations,,2021-03-31 00:00:00 UTC,,True,2021-12-10 15:42:36 UTC,ELEC|PHEV,STATION|AFP|OTHER,,UTILITY
12797,ND,Plug-In Electric Vehicle (PEV) Infrastructure Support,"North Dakota utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current fast (DC Fast)
charging stations connecting major highway systems from the Atlantic
Coast to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DC fast charging sites. For
more information, including a list of participating utilities and
states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-04 15:40:01 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
6252,NE,Alternative Fuel Vehicle (AFV) and Fueling Infrastructure Loans,"The Nebraska Energy Office administers the Dollar and Energy Saving Loan
Program, which makes low-cost loans available for a variety of
alternative fuel projects, including the replacement of conventional
vehicles with AFVs; the purchase of new AFVs; the conversion of
conventional vehicles to operate on alternative fuels; and the
construction or purchase of fueling stations or equipment. The maximum
loan amount is \$500,000 per borrower, and the interest rate is 5% or
less. For more information, see the [Dollar and Energy Saving
Loans](https://neo.ne.gov/programs/loans/loans.html#item-02) website.
",State Incentives,,,,False,,AFTMKTCONV|ETH|ELEC|HY|NG|PHEV|LPG,STATION|MAN|FLEET,LOANS,
9455,NE,Alternative Fuel Vehicle (AFV) Registration,"A fee of \$75 is required for the registration of an AFV that operates
on electricity, solar power, or any other source of energy not otherwise
taxed under the state motor fuel tax laws. Compressed natural gas,
liquefied natural gas, and propane are not subject to this requirement.
(Reference [Nebraska Revised
Statutes](http://nebraskalegislature.gov/laws/browse-statutes.php)
60-306 and 60-3,191)
",Laws and Regulations,,2011-05-24 00:00:00 UTC,,False,,ELEC|PHEV,FLEET|GOV|IND,,FUEL
12085,NE,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebate - OPPD,"Omaha Public Power District (OPPD) offers residential customers rebates
of \$2,500 toward the purchase of a new EV and qualified Level 2 EVSE.
Participants must purchase the EVSE through OPPD. Eligible EVs and EVSE
must be purchased after July 1, 2021. Rebates are available on a
first-come, first-served basis. For more information, including rebate
availability, see the OPPD [EV Rebate
Program](https://www.oppd.com/residential/products-services/electric-vehicle-ev-rebate-program/)
website.
",Utility/Private Incentives,,,,False,2019-07-01 15:41:22 UTC,ELEC|PHEV,STATION|IND,RBATE,
12414,NE,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebate – NPPD,"Nebraska Public Power District (NPPD) offers residential customers a
\$4,500 rebate for the purchase of a new EV and the installation of an
eligible Level 2 EVSE, or a \$500 rebate for the installation of an
eligible Level 2 EVSE. Participants must purchase the EVSE through NPPD.
NPPD also offers residential customers an additional \$200 rebate for
the pre-wiring necessary for EVSE installation. NPPD offers commercial
customers a 50% reimbursement for the installation of a public Level 2
or DC Fast EVSE station as well as a 100% reimbursement up to \$1000 for
the construction of a conduit necessary for a public EVSE station.
Rebates are available on a first-come, first-served basis. For more
information, including eligible EVSE and how to apply, see the NPPD
[Incentives &
Programs](https://www.nppd.com/save-money/incentives-programs) website.
",Utility/Private Incentives,,,,False,2020-06-12 20:10:47 UTC,ELEC,FLEET|OTHER|IND,RBATE,
12415,NE,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebate – SPPD,"Southern Public Power District (SPPD) offers residential customers a
\$4,500 rebate for the purchase of a new EV and the installation of an
eligible Level 2 EVSE, or a \$500 rebate for the installation of an
eligible Level 2 EVSE. SPPD also offers residential customers an
additional \$100 rebate for the pre-wiring necessary for EVSE
installation. SPPD offers commercial customers a 50% reimbursement for
the installation of a public Level 2 or DC Fast EVSE station as well as
a 100% reimbursement up to \$1000 for the construction of a conduit
necessary for a public EVSE station. Rebates are available on a
first-come, first-served basis. For more information, including eligible
EVSE and how to apply, see the SPPD [Incentive
Programs](https://southernpd.com/incentive-programs/) website.
",Utility/Private Incentives,,,,False,2020-06-12 20:12:36 UTC,ELEC,FLEET|OTHER|IND,RBATE,
11101,NH,State Energy Strategy Development,"The New Hampshire Office of Energy Planning (Office), in consultation
with the New Hampshire Energy Advisory Council, prepared a 10-year
energy strategy for the state that addresses the impact of
transportation policies and programs on electricity energy needs in the
state in 2018. Strategy recommendations include enabling and encouraging
adoption of plug-in electric vehicles and reducing unnecessary idling.
The Office will review and update the strategy triennially. For more
information, including the final strategy, visit the [Energy Strategy
Revision](https://www.nh.gov/osi/energy/programs/energy-strategy-revision.htm)
website. (Reference [New Hampshire Revised
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
4:E1)
",Laws and Regulations,,2013-06-26 00:00:00 UTC,,False,2014-09-08 13:54:38 UTC,AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HY|IR|NG|NEVS|PHEV|LPG,OTHER,,CCEINIT
11734,NH,State Agency Plug-In Electric Vehicle (PEV) and Electric Vehicle Supply Equipment (EVSE) Procurement,"The state must pursue PEV procurement opportunities for use in the state
fleet and must install EVSE for use by state agencies. Where feasible
and recommended by the State Government Energy Committee, state offices
with more than 50 employees may also make EVSE available for employees,
as long as energy cost is reimbursed by users. (Reference [Executive
Order](https://sos.nh.gov/administration/miscellaneous/executive-orders/)
2016-03)
",Laws and Regulations,,2016-05-06 00:00:00 UTC,,False,2016-09-14 00:53:24 UTC,ELEC,STATION|GOV,,REQ
11995,NH,Plug-In Electric Vehicle (PEV) Rebates - New Hampshire Electric Co-op (NHEC),"NHEC offers residential customers a rebate of \$1,000 for the purchase
or lease of a new or used electric vehicle, \$600 for the purchase or
lease of a new or used plug-in hybrid electric vehicle, and \$300 for
the purchase or lease of a new or used electric motorcycle. PEVs must be
purchased or leased between January 1, 2021, and December 31, 2021. For
more information, including how to apply, see the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",Utility/Private Incentives,,,,False,2018-07-06 20:56:49 UTC,ELEC|PHEV,IND,RBATE,
11996,NH,Electric Vehicle Supply Equipment (EVSE) Rebates - New Hampshire Electric Co-op (NHEC),"NHEC offers residential customers a rebate of \$300 to install Level 2
EVSE. Customers may receive a maximum of two rebates. For more
information, including eligibility requirements and how to apply, see
the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",Utility/Private Incentives,,,,False,2018-07-06 20:58:23 UTC,ELEC|PHEV,STATION|IND,RBATE,
11997,NH,Plug-In Electric Vehicle (PEV) Time-Of-Use (TOU) Rate - New Hampshire Electric Co-op (NHEC),"NHEC offers a TOU rate to residential customers that own or lease a PEV.
Customers must be able to separately meter PEV charging. For more
information, see the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",Utility/Private Incentives,,,,False,2018-07-06 20:59:59 UTC,ELEC|PHEV,IND,TOU,
12035,NH,Electric Vehicle Supply Equipment (EVSE) and Hydrogen Fueling Station Signage,"The New Hampshire Department of Transportation (DOT) must coordinate
with the U.S. Department of Transportation Federal Highway
Administration (FHWA) to ensure that EVSE signage on federal highways in
the state is uniform. In addition, DOT must develop signage for EVSE and
hydrogen fueling stations that is consistent with FHWA\'s Manual on
Uniform Traffic Control Devices for use on state roads. (Reference [New
Hampshire Revised
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
236:133)
",Laws and Regulations,,2018-08-11 00:00:00 UTC,,False,2018-09-07 13:29:52 UTC,ELEC|PHEV,STATION|OTHER,,OTHER
12036,NH,Public Electric Vehicle Supply Equipment (EVSE) Requirements and Restriction Authorization,"EVSE that is available for public use must meet the following
requirements:

-   If publicly funded by a settlement, federal or other competitive
    grant program, or the Volkswagen (VW) Trust, must be equipped to
    enable universal access, as defined by the New Hampshire Department
    of Transportation;
-   If the owner or operator requires payment for use of the EVSE, must
    accept multiple payment options; and
-   Must not require users to pay a subscription fee or obtain a
    membership at any organization to use the equipment.

An owner or operator of public EVSE may impose restrictions on the
amount of time that a plug-in electric vehicle may charge at the
station. In addition, the owner or operator must disclose the location
and characteristics of each EVSE to the U.S. Department of Energy\'s
Alternative Fuels Data Center. Information that must be disclosed
includes, but is not limited to, address, voltage, and timing
restrictions.

(Reference [Senate
Bill](http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=830&txtFormat=pdf&v=current)
131-FN, 2021, and [New Hampshire Revised
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
236:133 and 236:134)
",Laws and Regulations,,2018-08-11 00:00:00 UTC,,False,2018-09-07 13:40:09 UTC,ELEC|PHEV,STATION|AFP,,OTHER
12038,NH,Public Utility Definition,"An owner of electric vehicle supply equipment is not defined as a
utility, public utility, or public service company. (Reference [New
Hampshire Revised
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
236:133)
",Laws and Regulations,,2018-08-11 00:00:00 UTC,,False,2018-09-07 13:48:55 UTC,ELEC|PHEV,STATION,,UTILITY
12039,NH,Public Utility Requirements,"Public utilities must consider whether to implement plug-in electric
vehicle time-of-use rates for residential and commercial customers. In
their determination, they must consider whether implementing these rates
would encourage energy conservation, optimal use of facilities and
resources by an electric company, and equitable rates for customers.
(Reference [New Hampshire Revise
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
236:133)
",Laws and Regulations,,2018-08-11 00:00:00 UTC,,False,2018-09-07 13:51:32 UTC,ELEC|PHEV,STATION|OTHER,,OTHER
12040,NH,Plug-In Electric Vehicle (PEV) Parking Requirement,"An individual may not park a motor vehicle in a parking space equipped
with a public electric vehicle charging station unless the vehicle is a
PEV. (Reference [New Hampshire Revise
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
236:134)
",Laws and Regulations,,2018-08-11 00:00:00 UTC,,False,2018-09-07 13:53:35 UTC,ELEC|PHEV,IND,,OTHER
12488,NH,Commercial Electric Vehicle Supply Equipment (EVSE) Incentives - New Hampshire Electric Co-op (NHEC),"NHEC offers commercial and municipal customers a rebate for 75% of the
cost, up to \$2,500, to purchase and install Level 2 or direct current
fast (DC Fast) EVSE. For more information, see the NHEC [Drive
Electric](https://www.nhec.com/drive-electric/#/find/nearest) website.
",Utility/Private Incentives,,,,False,2020-10-11 00:31:25 UTC,ELEC|PHEV,STATION|FLEET|GOV,RBATE,
12792,NH,Plug-In Electric Vehicle (PEV) Infrastructure Support,"New Hampshire utilities joined the National Electric Highway Coalition
(NEHC), committing to create a network of direct current fast (DC Fast)
charging stations connecting major highway systems from the Atlantic
Coast to the Pacific of the United States. NEHC utility members agree to
ensure efficient and effective fast charging deployment plans that
enable long distance EV travel, avoiding duplication among coalition
utilities, and complement existing corridor DC fast charging sites. For
more information, including a list of participating utilities and
states, see the
[NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-04 15:36:25 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
5493,NJ,Low Emission or Alternative Fuel Bus Acquisition Requirement,"All buses purchased by the New Jersey Transit Corporation (NJTC) must
be: 1) equipped with improved pollution controls that reduce particulate
emissions; or 2) powered by a fuel other than conventional diesel.
Qualifying vehicles include compressed natural gas vehicles, hybrid
electric vehicles, fuel cell vehicles, vehicles operating on biodiesel
or ultra-low sulfur fuel, or vehicles operating on any other bus fuel
approved by the U.S. Environmental Protection Agency. If the NJTC is
unable to meet the bus purchase requirement, the organization must
submit a report to the New Jersey Senate and General Assembly detailing
the reasons and the state legislature may grant an exemption. (Reference
[New Jersey Statutes](http://www.njleg.state.nj.us/) 27:1B-22)
",Laws and Regulations,,,,False,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GOV,,REQ|AIRQEMISSIONS
5778,NJ,Zero Emissions Vehicle (ZEV) Tax Exemption,"ZEVs sold, rented, or leased in New Jersey are exempt from state sales
and use tax. This exemption does not apply to partial ZEVs, including
hybrid electric vehicles. ZEVs are defined as vehicles that meet
California Air Resources Board zero emission standards for that model
year. For a list of qualified ZEV, see the New Jersey Department of the
Treasury [ZEV Sales Tax
Exemption](http://www.state.nj.us/treasury/taxation/zevnotice.shtml)
website. (Reference [New Jersey Statutes](http://www.njleg.state.nj.us/)
54:32B-8.55)
",State Incentives,,2004-05-01 00:00:00 UTC,,False,,ELEC,FLEET|IND,EXEM|TAX,
6145,NJ,High Occupancy Vehicle (HOV) Lane Exemption,"New Jersey Turnpike Authority (Authority) allows qualified plug-in
electric vehicles to travel in the HOV lanes located between Interchange
11 and Interchange 14 on the New Jersey Turnpike. For more information,
see the Authority [Travel
Tools](https://www.njta.com/travel-resources/roadside-assistance-turnpike)
website. (Reference 49 [New Jersey
Register](http://www.state.nj.us/oal/rules/accessp/) 3236(b) and [New
Jersey Administrative Code](http://www.state.nj.us/oal/rules/accessp/)
19:9-1.24)
",State Incentives,,2006-04-27 00:00:00 UTC,2017-09-18 00:00:00 UTC,False,2017-12-05 18:54:04 UTC,ELEC|HEV|PHEV,FLEET|GOV|IND,EXEM,
11569,NJ,Clean Truck Port Requirements,"Port drayage trucks must meet or exceed Model Year 2010 engine federal
emissions standards to access the Port Authority of New York & New
Jersey (PANYNJ) marine terminals. Drayage trucks operating on liquefied
or compressed natural gas, electricity, or hybrid electric technology
are exempt from these requirements. For purposes of this rule, drayage
trucks are defined as on-road vehicles with a gross vehicle weight
rating of 33,001 pounds or greater and intended to load, unload, or
transport cargo from PANYNJ terminals. Additional rules apply. For more
information, see the
[PANYNJ](https://www.panynj.gov/port-authority/en/index.html) website.
",Laws and Regulations,,,,False,2017-12-12 22:15:23 UTC,ELEC|EFFEC|HEV|NG|OTHER|PHEV,FLEET|GOV|IND,,AIRQEMISSIONS|DREST
11606,NJ,Zero Emission Vehicle (ZEV) Sales Regulations,"A motor vehicle franchisor that exclusively manufacturers ZEVs and was
licensed by the New Jersey Motor Vehicle Commission prior to January 1,
2014, can buy from and sell vehicles to a consumer. The franchisor can
own or operate up to four sales locations in the state and must have at
least one retail facility for servicing ZEVs sold, offered for sale, or
otherwise distributed in the state. The franchisor is not required to
establish or operate a sales location at a ZEV service facility.
Annually, all motor vehicle franchises must report the number of ZEVs
sold in the state within the prior calendar year to the New Jersey
Division of Taxation. (Reference [New Jersey
Statutes](http://www.njleg.state.nj.us/) 56:10-27.1 and 54:32B-8.55a)
",Laws and Regulations,,2015-03-18 00:00:00 UTC,,False,2015-05-13 12:40:28 UTC,ELEC,MAN,,OTHER
11621,NJ,Plug-In Electric Vehicle Toll Discount Program,"New Jersey Turnpike Authority\'s Green Pass Discount Plan provides a 10%
discount on off-peak New Jersey Turnpike and Garden State Parkway toll
rates for drivers of vehicles that have a fuel economy of 45 miles per
gallon or higher and meet the California Super Ultra Low Emission
Vehicle standard. Vehicles must register with New Jersey E-ZPass. For
more information, including application instructions, see the [E-ZPass
Discount Programs](https://www.panynj.gov/bridges-tunnels/e-zpass.html)
website.
",State Incentives,,,,False,2015-06-18 14:55:33 UTC,ELEC|HEV|PHEV,IND,EXEM,
11701,NJ,Electric Vehicle Supply Equipment (EVSE) Grants,"The New Jersey Department of Environmental Protection provides grants
through the It Pay\$ to Plug In: New Jersey\'s Electric Vehicle
Workplace Charging Grant Program (Program) to support plug-in electric
vehicle adoption and EVSE installation. Reimbursement grants are offered
on a first-come, first-served basis for the cost and installation of
eligible EVSE at workplaces, government and educational facilities,
non-profits, and multi-unit dwellings.

The Program is part of New Jersey\'s [Energy Master
Plan](http://www.nj.gov/emp/). For more information, including
application and eligibility requirements, visit the Drive Green [NJ
Charging
Challenge](https://www.drivegreen.nj.gov/dg-charging-challenge.html)
website.
",State Incentives,,,,False,2018-09-28 15:02:33 UTC,ELEC|PHEV,STATION|FLEET|GOV|IND,GNT,
11968,NJ,Zero Emission Vehicle (ZEV) Deployment Support,"New Jersey joined California, Connecticut, Maine, Maryland,
Massachusetts, New York, Oregon, Rhode Island, and Vermont in signing a
[memorandum of
understanding](https://www.nescaum.org/documents/zev-mou-10-governors-signed-20191120.pdf/)
(MOU) to support the deployment of ZEVs through involvement in a ZEV
Program Implementation Task Force (Task Force). In May 2014, the Task
Force published a [ZEV Action
Plan](https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf)
(Plan) identifying 11 priority actions to accomplish the goals of the
MOU, including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. The Plan also
includes a research agenda to inform future actions. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle supply equipment (EVSE) and hydrogen fueling
stations, and available information regarding workplace fueling for
ZEVs.

In June 2018, the Task Force published a new [ZEV Action
Plan](https://www.nescaum.org/documents/2018-zev-action-plan.pdf) for
2018-2021. Building on the 2014 Action Plan, the 2018 Action Plan makes
recommendations for states and other key partners in five priority
areas:

-   Raising consumer awareness and interest in electric vehicle
    technology;
-   Building out a reliable and convenient residential, workplace and
    public charging/fueling infrastructure network;
-   Continuing and improving access to consumer purchase and
    non-financial incentives;
-   Expanding public and private sector fleet adoption; and
-   Supporting dealership efforts to increase ZEV sales.

For more information, see the [Multi-State ZEV Task
Force](https://www.nescaum.org/topics/zero-emission-vehicles) website.
",Laws and Regulations,,2018-05-03 00:00:00 UTC,,False,2018-06-25 19:41:39 UTC,ELEC|HY|PHEV,OTHER,,AIRQEMISSIONS
12229,NJ,Zero Emission Vehicle (ZEV) Initiative,"The New Jersey Department of Environmental Protection, New Jersey Board
of Public Utilities, and the New Jersey Economic Development Authority
signed a [memorandum of
understanding](http://d31hzlhk6di2h5.cloudfront.net/20190603/57/5f/94/b3/288bba9e13409df9b8cdb482/MOU_6.3.19.pdf)
(MOU) to increase the number of ZEVs in the State and meet the State's
goal of registering 330,000 ZEVs by 2025 through involvement in the New
Jersey [Partnership to
Plug-In](https://www.drivegreen.nj.gov/dg-partnership-to-plugin.html)
(Partnership). The responsibilities of the Partnership include:

-   Mapping existing and potential locations for electric vehicle supply
    equipment (EVSE);
-   Reviewing state- and municipal-level permit processes for the
    installation of EVSE and identifying best practices to streamline
    these processes;
-   Expanding existing efforts to educate consumers about ZEVs;
-   Evaluating strategies to finance an EVSE network;
-   Developing a rebate program to incentivize the purchase of new and
    used ZEVs;
-   Creating a method to track the usage of EVSE throughout the State;
-   Identifying programs and resources that can be used to attract
    ZEV-related companies to the State; and
-   Coordinating with other state agencies and departments to further
    implement the goals of the Partnership.

For more information, see the [Regional Greenhouse Gas
Initiative](https://www.state.nj.us/dep/aqes/rggi.html) website.
",Laws and Regulations,,2019-06-03 00:00:00 UTC,,False,2019-06-19 17:48:35 UTC,ELEC|HY|PHEV,OTHER,,CCEINIT
12358,NJ,Electric Vehicle Supply Equipment (EVSE) Development,"Municipal master plans shall promote the installation of EVSE in
locations including commercial districts, public transportation
facilities, transportation corridors, and rest stops. (Reference [New
Jersey Statutes](https://nj.gov/state/dos-statutes.shtml) 40:55D-28,
40:55D-89, and 40A:12A-7)
",Laws and Regulations,,2019-11-06 00:00:00 UTC,,False,2019-12-20 16:46:48 UTC,ELEC|PHEV,GOV,,REQ
12364,NJ,Plug-In Electric Vehicle (PEV) Fleet Grant Program,"The New Jersey Board of Public Utilities offers local and state
government entities grants of up to \$4,000 for the purchase of a new or
used PEV and up to \$1,500 for the purchase of EVSE. Grants are awarded
on a first-come, first-served basis, with award amounts limited based on
government entity type and population size. For more information,
including eligibility requirements and how to apply, see the [Clean
Fleet Electric Vehicle Incentive
Program](https://www.njcleanenergy.com/ev) website.
",State Incentives,,,,False,2021-10-01 20:57:33 UTC,ELEC|PHEV,GOV,GNT,
12369,NJ,Plug-In Electric Vehicle (PEV) and Electric Vehicle Supply Equipment (EVSE) Deployment Goals,"The State of New Jersey will work to increase the number of PEVs and
related infrastructure to meet the following state goals:

-   10% of new buses purchased by the New Jersey Transit Corporation
    must be zero emission vehicles (ZEV) by December 31, 2024. Then 50%
    of new buses must be ZEV by December 31, 2026, and 100% must be ZEV
    by December 31, 2032.
-   By December 31, 2025, there must be 400 direct current (DC) fast
    EVSE and 1,000 Level 2 EVSE installed and available for public use
    at minimally 200 locations. 75 locations must include at least two
    DC fast installed along travel corridors, while 100 locations must
    include at least two DC fast in community locations. Additionally,
    15% of all multi-family residential properties must include EVSE
    infrastructure and 20% of all franchised overnight lodging must have
    EVSE available for guests.
-   By December 31, 2035, there will be 2 million registered light-duty
    PEVs in the state, and 100% of state-owned, non-emergency light-duty
    vehicles must be PEVs.
-   By December 31, 2040, 85% of all new light-duty vehicles sold in the
    state will be PEVs.

The New Jersey Board of Public Utilities (NJBPU) must establish goals
for transportation electrification and infrastructure development for
medium- and heavy-duty on-road diesel vehicles and charging
infrastructure by December 31, 2020. For more information, see the NJBPU
[Electric Vehicle Incentive Programs](https://www.njcleanenergy.com/ev)
website.

The New Jersey Department of Environmental Protection (NJDEP) develops
and implements a [public education
program](https://www.drivegreen.nj.gov/plugin.html) regarding the
availability and benefits of PEVs, state PEV goals, and the availability
of PEV and EVSE incentives.

NJDEP and NJBPU must prepare and submit a report to the governor and
legislature every five years on the state of the PEV market in New
Jersey, progress towards achieving the above goals, barriers to the
achievement of the goals, and recommendations for legislative or
regulatory action to address barriers.

(Reference [New Jersey Statutes](https://www.njleg.state.nj.us/)
48:25-3)
",Laws and Regulations,,2020-01-17 00:00:00 UTC,,False,2020-01-22 21:59:32 UTC,ELEC|PHEV,STATION|FLEET|GOV|IND,,OTHER
12370,NJ,Plug-In Electric Vehicle (PEV) Rebate Program,"The New Jersey Board of Public Utilities offers state residents a rebate
in the amount of \$25 per mile of EPA-rated all-electric range, up to
\$5,000, to purchase or lease a new PEV with an MSRP of \$55,000 or
less. Rebates may be limited to one award per person. For more
information, and rebate availability, see New Jersey's Clean Energy
Program [Electric Vehicle Incentive
Programs](https://www.njcleanenergy.com/ev) website. (Reference [New
Jersey Statutes](http://www.njleg.state.nj.us/) 48:25-4)
",State Incentives,,2020-01-17 00:00:00 UTC,,False,2020-01-22 22:09:33 UTC,ELEC|PHEV,IND,RBATE,
12371,NJ,Electric Vehicle Supply Equipment (EVSE) Rebate Program Authorization,"The New Jersey Board of Public Utilities is authorized to establish a
residential EVSE incentive program. (Reference [New Jersey
Statutes](https://www.njleg.state.nj.us/) 48:25-6)
",Laws and Regulations,,2020-01-17 00:00:00 UTC,,False,2020-01-22 22:16:07 UTC,ELEC|PHEV,GOV,,OTHER
12372,NJ,Public Utility Definition,"An entity that owns, controls, operates, or manages electric vehicle
supply equipment is not defined as a public utility. (Reference [New
Jersey Statutes](https://www.njleg.state.nj.us/) 48:25-10)
",Laws and Regulations,,2020-01-17 00:00:00 UTC,,False,2020-01-22 22:18:59 UTC,ELEC|PHEV,STATION,,UTILITY
12381,NJ,Energy Master Plan,"New Jersey has developed an Energy Master Plan (EMP) that will guide the
State to achieve its goals of electrifying the transportation sector and
achieving 100% carbon-neutral electricity generation by 2050. The EMP
calls for decarbonization of the transportation sector through:

-   Supporting the deployment of 330,000 light-duty electric vehicles
    (EVs) by 2025;
-   Deploying electric vehicle supply equipment (EVSE) throughout the
    state;
-   Creating incentives for EVSE;
-   Educating consumers and fleet owners on EVs;
-   Transitioning state fleet vehicles to EVs;
-   Partnering with industry to develop incentives for medium- and
    heavy-duty all-electric or fuel-cell vehicles; and
-   Exploring policies that accelerate the adoption of alternative
    fuels.

For more information, see the [Energy Master Plan](https://nj.gov/emp/)
website.
",Laws and Regulations,,,,False,2020-03-23 16:37:48 UTC,ELEC|HY|PHEV,STATION|AFP|FLEET|GOV|IND,,CCEINIT
12465,NJ,Medium- and Heavy-Duty Zero Emission Vehicle (ZEV) Deployment Support,"California, Colorado, Connecticut, District of Columbia, Hawaii, Maine,
Maryland, Massachusetts, New Jersey, New York, North Carolina, Oregon,
Pennsylvania, Rhode Island, Vermont, Virginia, and Washington (signatory
states) signed a [memorandum of
understanding](https://www.nescaum.org/documents/multistate-truck-zev-governors-mou-20200714.pdf)
(MOU) to support the deployment of medium- and heavy-duty ZEVs through
involvement in a Multi-State ZEV Task Force (Task Force).

By January 2021, the Task Force will develop a multi-state action plan
to support electrification of medium- and heavy-duty vehicles. The Task
Force will consider actions to accomplish the goals of the MOU,
including limiting all new medium- and heavy-duty vehicles sales in the
signatory states to ZEVs by 2050. The signatory states will also seek to
accelerate the deployment of medium- and heavy-duty ZEVs to benefit
disadvantaged communities and explore opportunities to coordinate and
partner with key stakeholders.

For more information, see the [Medium- and Heavy-Duty ZEVs: Action Plan
Development
Process](https://www.nescaum.org/documents/medium-and-heavy-duty-zero-emission-vehicles-action-plan-development-process/).
",Laws and Regulations,,2020-07-14 00:00:00 UTC,,False,2020-08-03 15:27:44 UTC,ELEC|HY|PHEV,OTHER,,AIRQEMISSIONS
